"","CASENUM","fire_indicator"
"2615","201600056059","0"
"2616","201600056064","0"
"2617","201600056065","0"
"2618","201600056067","0"
"2619","201600056068","0"
"2620","201600056074","0"
"2621","201600056079","0"
"2622","201600056126","0"
"2623","201600056141","0"
"2624","201600056203","0"
"2625","201600056568","0"
"2626","201600056571","0"
"2627","201600056662","0"
"2628","201600056666","0"
"2629","201600056706","0"
"2630","201600056743","0"
"2631","201600056746","0"
"2632","201600056762","0"
"2633","201600056806","0"
"2634","201600056833","0"
"2635","201600056847","0"
"2636","201600056863","0"
"2637","201600056872","0"
"2638","201600056883","0"
"2639","201600056886","0"
"2640","201600056891","0"
"2641","201600056892","0"
"2642","201600056900","0"
"2643","201600056907","0"
"2644","201600056908","0"
"2645","201600056912","0"
"2646","201600056931","0"
"2647","201600056948","0"
"2648","201600056977","0"
"2649","201600057032","0"
"2650","201600057038","0"
"2651","201600057088","0"
"2652","201600057114","0"
"2653","201600057120","0"
"2654","201600057226","0"
"2655","201600057308","0"
"2656","201600057322","0"
"2657","201600057328","0"
"2658","201600057335","0"
"2659","201600057347","0"
"2660","201600057351","0"
"2661","201600057352","0"
"2662","201600057363","0"
"2663","201600057373","0"
"2664","201600057381","0"
"2665","201600057396","0"
"2666","201600057416","0"
"2667","201600057422","0"
"2668","201600057431","0"
"2669","201600057449","0"
"2670","201600057453","1"
"2671","201600057464","0"
"2672","201600057467","0"
"2673","201600057488","0"
"2674","201600057491","0"
"2675","201600057506","0"
"2676","201600057510","0"
"2677","201600057533","0"
"2678","201600057543","0"
"2679","201600057550","0"
"2680","201600057557","0"
"2681","201600057559","0"
"2682","201600057567","0"
"2683","201600057619","0"
"2684","201600057620","0"
"2685","201600057621","0"
"2686","201600057625","0"
"2687","201600057650","0"
"2688","201600057737","0"
"2689","201600057749","0"
"2690","201600057761","0"
"2691","201600057792","0"
"2692","201600057807","0"
"2693","201600057809","0"
"2694","201600057829","0"
"2695","201600057869","0"
"2696","201600057928","0"
"2697","201600057990","0"
"2698","201600058021","0"
"2699","201600058025","0"
"2700","201600058028","0"
"2701","201600058172","0"
"2702","201600058217","0"
"2703","201600058270","0"
"2704","201600058285","0"
"2705","201600058286","0"
"2706","201600058289","0"
"2707","201600058299","0"
"2708","201600058300","0"
"2709","201600058304","0"
"2710","201600058317","0"
"2711","201600058493","0"
"2712","201600058539","0"
"2713","201600058553","0"
"2714","201600058631","0"
"2715","201600058681","0"
"2716","201600058693","0"
"2717","201600058703","0"
"2718","201600058706","0"
"2719","201600058743","0"
"2720","201600058744","0"
"2721","201600058811","0"
"2722","201600058832","0"
"2723","201600058840","0"
"2724","201600058844","0"
"2725","201600058847","0"
"2726","201600058916","0"
"2727","201600058933","0"
"2728","201600058942","0"
"2729","201600058949","0"
"2730","201600059036","0"
"2731","201600059060","0"
"2732","201600059183","0"
"2733","201600059231","0"
"2734","201600059269","0"
"2735","201600059389","0"
"2736","201600059425","0"
"2737","201600059446","0"
"2738","201600059480","0"
"2739","201600059560","0"
"2740","201600059570","0"
"2741","201600059572","0"
"2742","201600059575","0"
"2743","201600059610","0"
"2744","201600059625","0"
"2745","201600059635","0"
"2746","201600059682","0"
"2747","201600059685","0"
"2748","201600059706","0"
"2749","201600059713","0"
"2750","201600059766","0"
"2751","201600059787","0"
"2752","201600059789","0"
"2753","201600059809","0"
"2754","201600059863","0"
"2755","201600059903","0"
"2756","201600059925","0"
"2757","201600059950","0"
"2758","201600059955","0"
"2759","201600059998","0"
"2760","201600060007","0"
"2761","201600060054","0"
"2762","201600060211","0"
"2763","201600060292","0"
"2764","201600060297","0"
"2765","201600060498","0"
"2766","201600060566","0"
"2767","201600060576","0"
"2768","201600060705","0"
"2769","201600060889","0"
"2770","201600061016","0"
"2771","201600061143","0"
"2772","201600061171","0"
"2773","201600061197","0"
"2774","201600061302","0"
"2775","201600061306","0"
"2776","201600061328","0"
"2777","201600061337","0"
"2778","201600061351","0"
"2779","201600061402","0"
"2780","201600061412","0"
"2781","201600061445","0"
"2782","201600061447","0"
"2783","201600061465","0"
"2784","201600061491","0"
"2785","201600061495","0"
"2786","201600061532","0"
"2787","201600061653","0"
"2788","201600061709","0"
"2789","201600061867","0"
"2790","201600061869","0"
"2791","201600061877","0"
"2792","201600061884","0"
"2793","201600061888","0"
"2794","201600061938","0"
"2795","201600061942","0"
"2796","201600062071","0"
"2797","201600062178","0"
"2798","201600062296","0"
"2799","201600062304","0"
"2800","201600062340","0"
"2801","201600062411","0"
"2802","201600062425","0"
"2803","201600062437","0"
"2804","201600062447","0"
"2805","201600062483","0"
"2806","201600062492","0"
"2807","201600062496","0"
"2808","201600062510","0"
"2809","201600062511","0"
"2810","201600062514","0"
"2811","201600062535","0"
"2812","201600062537","0"
"2813","201600062557","0"
"2814","201600062573","0"
"2815","201600062640","0"
"2816","201600062736","0"
"2817","201600062786","0"
"2818","201600062819","0"
"2819","201600062847","0"
"2820","201600062848","0"
"2821","201600062849","0"
"2822","201600062864","0"
"2823","201600062866","0"
"2824","201600062884","0"
"2825","201600062960","0"
"2826","201600063049","0"
"2827","201600063050","0"
"2828","201600063123","0"
"2829","201600063178","0"
"2830","201600063267","0"
"2831","201600063300","0"
"2832","201600063369","0"
"2833","201600063421","0"
"2834","201600063459","0"
"2835","201600063497","0"
"2836","201600063535","0"
"2837","201600063693","0"
"2838","201600063727","0"
"2839","201600063770","0"
"2840","201600063773","0"
"2841","201600063775","0"
"2842","201600063791","0"
"2843","201600063809","0"
"2844","201600063845","0"
"2845","201600063858","0"
"2846","201600063870","0"
"2847","201600063893","0"
"2848","201600063905","0"
"2849","201600063906","0"
"2850","201600063921","0"
"2851","201600063927","0"
"2852","201600064043","0"
"2853","201600064073","0"
"2854","201600064114","0"
"2855","201600064117","0"
"2856","201600064121","0"
"2857","201600064293","0"
"2858","201600064338","0"
"2859","201600064353","0"
"2860","201600064416","0"
"2861","201600064462","0"
"2862","201600064483","0"
"2863","201600064511","0"
"2864","201600064514","0"
"2865","201600064522","0"
"2866","201600064527","0"
"2867","201600064548","0"
"2868","201600064557","0"
"2869","201600064586","0"
"2870","201600064587","0"
"2871","201600064750","0"
"2872","201600064779","0"
"2873","201600064817","0"
"2874","201600064858","0"
"2875","201600064944","0"
"2876","201600064945","0"
"2877","201600064990","0"
"2878","201600064998","0"
"2879","201600065020","0"
"2880","201600065086","0"
"2881","201600065096","0"
"2882","201600065100","0"
"2883","201600065212","0"
"2884","201600065250","0"
"2885","201600065345","0"
"2886","201600065368","0"
"2887","201600065369","0"
"2888","201600065401","0"
"2889","201600065436","0"
"2890","201600065481","0"
"2891","201600065486","0"
"2892","201600065518","0"
"2893","201600065584","0"
"2894","201600065667","0"
"2895","201600065669","0"
"2896","201600065681","0"
"2897","201600065781","0"
"2898","201600065843","0"
"2899","201600065862","0"
"2900","201600065867","0"
"2901","201600065873","0"
"2902","201600065898","0"
"2903","201600065924","0"
"2904","201600065930","0"
"2905","201600065939","0"
"2906","201600065948","0"
"2907","201600065973","0"
"2908","201600066026","0"
"2909","201600066030","0"
"2910","201600066181","0"
"2911","201600066284","0"
"2912","201600066308","0"
"2913","201600066332","0"
"2914","201600066344","0"
"2915","201600066356","0"
"2916","201600066371","0"
"2917","201600066423","0"
"2918","201600066439","0"
"2919","201600066454","0"
"2920","201600066461","0"
"2921","201600066464","0"
"2922","201600066499","0"
"2923","201600066503","0"
"2924","201600066504","0"
"2925","201600066685","0"
"2926","201600066896","0"
"2927","201600066949","0"
"2928","201600067000","0"
"2929","201600067057","0"
"2930","201600067090","0"
"2931","201600067097","0"
"2932","201600067104","0"
"2933","201600067126","0"
"2934","201600067130","0"
"2935","201600067136","0"
"2936","201600067157","0"
"2937","201600067209","0"
"2938","201600067282","0"
"2939","201600067283","0"
"2940","201600067330","0"
"2941","201600067337","0"
"2942","201600067381","0"
"2943","201600067412","0"
"2944","201600067440","0"
"2945","201600067448","0"
"2946","201600067458","0"
"2947","201600067465","0"
"2948","201600067510","0"
"2949","201600067550","0"
"2950","201600067561","0"
"2951","201600067573","0"
"2952","201600067679","0"
"2953","201600067685","0"
"2954","201600067689","0"
"2955","201600067804","0"
"2956","201600067821","0"
"2957","201600067826","0"
"2958","201600067835","0"
"2959","201600067895","0"
"2960","201600067918","0"
"2961","201600067924","0"
"2962","201600068121","0"
"2963","201600068130","0"
"2964","201600068226","0"
"2965","201600068302","0"
"2966","201600068364","0"
"2967","201600068380","0"
"2968","201600068388","0"
"2969","201600068391","0"
"2970","201600068419","0"
"2971","201600068450","0"
"2972","201600068454","0"
"2973","201600068467","0"
"2974","201600068494","0"
"2975","201600068542","0"
"2976","201600068624","0"
"2977","201600068779","0"
"2978","201600068832","0"
"2979","201600068848","0"
"2980","201600068910","0"
"2981","201600068953","0"
"2982","201600068967","0"
"2983","201600068977","0"
"2984","201600068982","0"
"2985","201600068999","0"
"2986","201600069002","0"
"2987","201600069118","0"
"2988","201600069155","0"
"2989","201600069175","0"
"2990","201600069287","0"
"2991","201600069303","0"
"2992","201600069307","0"
"2993","201600069402","0"
"2994","201600069414","0"
"2995","201600069429","0"
"2996","201600069454","0"
"2997","201600069460","0"
"2998","201600069505","0"
"2999","201600069579","0"
"3000","201600069632","0"
"3001","201600069647","0"
"3002","201600069675","0"
"3003","201600069697","0"
"3004","201600069810","0"
"3005","201600069852","0"
"3006","201600069856","0"
"3007","201600069921","0"
"3008","201600070045","0"
"3009","201600070083","0"
"3010","201600070084","0"
"3011","201600070285","0"
"3012","201600070318","0"
"3013","201600070378","0"
"3014","201600070408","0"
"3015","201600070434","0"
"3016","201600070437","0"
"3017","201600070440","0"
"3018","201600070465","0"
"3019","201600070469","0"
"3020","201600070473","0"
"3021","201600070484","0"
"3022","201600070486","0"
"3023","201600070515","0"
"3024","201600070560","0"
"3025","201600070734","0"
"3026","201600070777","0"
"3027","201600070780","0"
"3028","201600070800","0"
"3029","201600070804","0"
"3030","201600070812","0"
"3031","201600070825","0"
"3032","201600070867","0"
"3033","201600070878","0"
"3034","201600070934","0"
"3035","201600070991","0"
"3036","201600070996","0"
"3037","201600071002","0"
"3038","201600071016","0"
"3039","201600071200","0"
"3040","201600071246","0"
"3041","201600071259","0"
"3042","201600071303","0"
"3043","201600071355","0"
"3044","201600071393","0"
"3045","201600071398","0"
"3046","201600071399","0"
"3047","201600071428","0"
"3048","201600071462","0"
"3049","201600071482","0"
"3050","201600071517","0"
"3051","201600071597","0"
"3052","201600071666","0"
"3053","201600071670","0"
"3054","201600071680","0"
"3055","201600071683","0"
"3056","201600071684","0"
"3057","201600071686","0"
"3058","201600071689","0"
"3059","201600071692","0"
"3060","201600071703","0"
"3061","201600071710","0"
"3062","201600071727","0"
"3063","201600071728","0"
"3064","201600071729","0"
"3065","201600071730","0"
"3066","201600071737","0"
"3067","201600071751","0"
"3068","201600071754","0"
"3069","201600071757","0"
"3070","201600071759","0"
"3071","201600071764","0"
"3072","201600071774","0"
"3073","201600071777","0"
"3074","201600071789","0"
"3075","201600071793","0"
"3076","201600071794","0"
"3077","201600071796","0"
"3078","201600071805","0"
"3079","201600071806","0"
"3080","201600071833","0"
"3081","201600071851","0"
"3082","201600071861","0"
"3083","201600071897","0"
"3084","201600071898","0"
"3085","201600071917","0"
"3086","201600071935","0"
"3087","201600071941","0"
"3088","201600071943","0"
"3089","201600071963","0"
"3090","201600071973","0"
"3091","201600071996","0"
"3092","201600072004","0"
"3093","201600072037","0"
"3094","201600072055","0"
"3095","201600072074","0"
"3096","201600072076","0"
"3097","201600072107","0"
"3098","201600072108","0"
"3099","201600072118","0"
"3100","201600072127","0"
"3101","201600072138","0"
"3102","201600072175","0"
"3103","201600072181","0"
"3104","201600072191","0"
"3105","201600072205","0"
"3106","201600072224","0"
"3107","201600072228","0"
"3108","201600072239","0"
"3109","201600072247","0"
"3110","201600072251","0"
"3111","201600072253","0"
"3112","201600072255","0"
"3113","201600072278","0"
"3114","201600072280","0"
"3115","201600072282","0"
"3116","201600072323","0"
"3117","201600072370","0"
"3118","201600072383","0"
"3119","201600072398","0"
"3120","201600072400","0"
"3121","201600072423","0"
"3122","201600072430","0"
"3123","201600072442","0"
"3124","201600072466","0"
"3125","201600072470","0"
"3126","201600072482","0"
"3127","201600072498","0"
"3128","201600072501","0"
"3129","201600072502","0"
"3130","201600072585","0"
"3131","201600072630","0"
"3132","201600072634","0"
"3133","201600072657","0"
"3134","201600072858","0"
"3135","201600072893","0"
"3136","201600073130","0"
"3137","201600073135","0"
"3138","201600073139","0"
"3139","201600073144","0"
"3140","201600073182","0"
"3141","201600073219","0"
"3142","201600073357","0"
"3143","201600073361","0"
"3144","201600073382","0"
"3145","201600073605","0"
"3146","201600073619","0"
"3147","201600073628","0"
"3148","201600073635","0"
"3149","201600073648","0"
"3150","201600073649","0"
"3151","201600073653","0"
"3152","201600073665","0"
"3153","201600073670","0"
"3154","201600073674","0"
"3155","201600073691","0"
"3156","201600073697","0"
"3157","201600073701","0"
"3158","201600073705","0"
"3159","201600073755","0"
"3160","201600073759","0"
"3161","201600073791","0"
"3162","201600073800","0"
"3163","201600073845","0"
"3164","201600073869","0"
"3165","201600074055","0"
"3166","201600074074","0"
"3167","201600074111","0"
"3168","201600074114","0"
"3169","201600074118","0"
"3170","201600074123","0"
"3171","201600074128","0"
"3172","201600074129","0"
"3173","201600074134","0"
"3174","201600074143","0"
"3175","201600074146","0"
"3176","201600074213","0"
"3177","201600074218","0"
"3178","201600074227","0"
"3179","201600074229","0"
"3180","201600074288","0"
"3181","201600074405","0"
"3182","201600074599","0"
"3183","201600074607","0"
"3184","201600074613","0"
"3185","201600074637","0"
"3186","201600074717","0"
"3187","201600074723","0"
"3188","201600074747","0"
"3189","201600074779","0"
"3190","201600074867","0"
"3191","201600074906","0"
"3192","201600074944","0"
"3193","201600075122","0"
"3194","201600075176","0"
"3195","201600075194","0"
"3196","201600075228","0"
"3197","201600075232","0"
"3198","201600075250","0"
"3199","201600075253","0"
"3200","201600075306","0"
"3201","201600075313","0"
"3202","201600075317","0"
"3203","201600075338","0"
"3204","201600075343","0"
"3205","201600075350","0"
"3206","201600075377","0"
"3207","201600075394","0"
"3208","201600075403","0"
"3209","201600075422","0"
"3210","201600075485","0"
"3211","201600075520","0"
"3212","201600075569","0"
"3213","201600075575","0"
"3214","201600075596","0"
"3215","201600075637","0"
"3216","201600075700","0"
"3217","201600075706","0"
"3218","201600075746","0"
"3219","201600075867","0"
"3220","201600076061","0"
"3221","201600076078","0"
"3222","201600076107","0"
"3223","201600076113","0"
"3224","201600076148","0"
"3225","201600076175","0"
"3226","201600076326","0"
"3227","201600076355","0"
"3228","201600076364","0"
"3229","201600076417","0"
"3230","201600076512","0"
"3231","201600076586","0"
"3232","201600076600","0"
"3233","201600076615","0"
"3234","201600076616","0"
"3235","201600076649","0"
"3236","201600076684","0"
"3237","201600076701","0"
"3238","201600076714","0"
"3239","201600076747","0"
"3240","201600076816","0"
"3241","201600076830","0"
"3242","201600076998","0"
"3243","201600077046","0"
"3244","201600077071","0"
"3245","201600077111","0"
"3246","201600077141","0"
"3247","201600077147","0"
"3248","201600077173","0"
"3249","201600077304","0"
"3250","201600077452","0"
"3251","201600077465","0"
"3252","201600077562","0"
"3253","201600077585","0"
"3254","201600077588","0"
"3255","201600077608","0"
"3256","201600077613","0"
"3257","201600077648","0"
"3258","201600077680","0"
"3259","201600077687","0"
"3260","201600077702","0"
"3261","201600077728","0"
"3262","201600077753","0"
"3263","201600077784","0"
"3264","201600077785","0"
"3265","201600077941","0"
"3266","201600077986","0"
"3267","201600078050","0"
"3268","201600078060","0"
"3269","201600078074","0"
"3270","201600078111","0"
"3271","201600078118","0"
"3272","201600078122","0"
"3273","201600078125","0"
"3274","201600078143","0"
"3275","201600078171","0"
"3276","201600078178","0"
"3277","201600078194","0"
"3278","201600078204","0"
"3279","201600078225","0"
"3280","201600078245","0"
"3281","201600078263","0"
"3282","201600078370","0"
"3283","201600078395","0"
"3284","201600078422","0"
"3285","201600078514","0"
"3286","201600078550","0"
"3287","201600078569","0"
"3288","201600078593","0"
"3289","201600078621","0"
"3290","201600078655","0"
"3291","201600078656","0"
"3292","201600078658","0"
"3293","201600078666","0"
"3294","201600078668","0"
"3295","201600078673","0"
"3296","201600078715","0"
"3297","201600078737","0"
"3298","201600078763","0"
"3299","201600078786","0"
"3300","201600078835","0"
"3301","201600078840","0"
"3302","201600078900","0"
"3303","201600079011","0"
"3304","201600079047","0"
"3305","201600079070","0"
"3306","201600079135","0"
"3307","201600079145","0"
"3308","201600079157","0"
"3309","201600079171","0"
"3310","201600079181","0"
"3311","201600079206","0"
"3312","201600079212","0"
"3313","201600079236","0"
"3314","201600079293","0"
"3315","201600079298","0"
"3316","201600079304","0"
"3317","201600079327","0"
"3318","201600079367","0"
"3319","201600079413","0"
"3320","201600079487","0"
"3321","201600079544","0"
"3322","201600079552","0"
"3323","201600079628","0"
"3324","201600079759","0"
"3325","201600079773","0"
"3326","201600079842","0"
"3327","201600080028","0"
"3328","201600080035","0"
"3329","201600080042","0"
"3330","201600080083","0"
"3331","201600080110","0"
"3332","201600080112","0"
"3333","201600080120","0"
"3334","201600080153","0"
"3335","201600080157","0"
"3336","201600080169","0"
"3337","201600080241","0"
"3338","201600080260","0"
"3339","201600080261","0"
"3340","201600080293","0"
"3341","201600080346","0"
"3342","201600080475","0"
"3343","201600080522","0"
"3344","201600080557","0"
"3345","201600080566","0"
"3346","201600080567","0"
"3347","201600080577","0"
"3348","201600080592","0"
"3349","201600080633","0"
"3350","201600080634","0"
"3351","201600080643","0"
"3352","201600080673","0"
"3353","201600080679","0"
"3354","201600080706","0"
"3355","201600080732","0"
"3356","201600080747","0"
"3357","201600080751","0"
"3358","201600080764","0"
"3359","201600080800","0"
"3360","201600080917","0"
"3361","201600081022","0"
"3362","201600081026","0"
"3363","201600081029","0"
"3364","201600081067","0"
"3365","201600081076","0"
"3366","201600081082","0"
"3367","201600081110","0"
"3368","201600081158","0"
"3369","201600081195","0"
"3370","201600081261","0"
"3371","201600081365","0"
"3372","201600081403","0"
"3373","201600081421","0"
"3374","201600081526","0"
"3375","201600081528","0"
"3376","201600081531","0"
"3377","201600081553","0"
"3378","201600081586","0"
"3379","201600081596","0"
"3380","201600081612","0"
"3381","201600081618","0"
"3382","201600081626","0"
"3383","201600081635","0"
"3384","201600081749","0"
"3385","201600081817","0"
"3386","201600081855","0"
"3387","201600081894","0"
"3388","201600081952","0"
"3389","201600081979","0"
"3390","201600082015","0"
"3391","201600082069","0"
"3392","201600082126","0"
"3393","201600082173","0"
"3394","201600082178","0"
"3395","201600082202","0"
"3396","201600082298","0"
"3397","201600082332","0"
"3398","201600082454","0"
"3399","201600082516","0"
"3400","201600082540","0"
"3401","201600082604","0"
"3402","201600082622","0"
"3403","201600082640","0"
"3404","201600082642","0"
"3405","201600082659","0"
"3406","201600082699","0"
"3407","201600082720","0"
"3408","201600082767","0"
"3409","201600082826","0"
"3410","201600082958","0"
"3411","201600082987","0"
"3412","201600083010","0"
"3413","201600083013","0"
"3414","201600083029","0"
"3415","201600083041","0"
"3416","201600083045","0"
"3417","201600083105","0"
"3418","201600083110","0"
"3419","201600083116","0"
"3420","201600083138","0"
"3421","201600083218","0"
"3422","201600083220","0"
"3423","201600083230","0"
"3424","201600083244","0"
"3425","201600083253","0"
"3426","201600083285","0"
"3427","201600083398","0"
"3428","201600083463","0"
"3429","201600083466","0"
"3430","201600083524","0"
"3431","201600083533","0"
"3432","201600083547","0"
"3433","201600083552","0"
"3434","201600083563","0"
"3435","201600083568","0"
"3436","201600083638","0"
"3437","201600083651","0"
"3438","201600083787","0"
"3439","201600083841","0"
"3440","201600083855","0"
"3441","201600083985","0"
"3442","201600084008","0"
"3443","201600084043","0"
"3444","201600084076","0"
"3445","201600084082","0"
"3446","201600084083","0"
"3447","201600084110","0"
"3448","201600084249","0"
"3449","201600084280","0"
"3450","201600084449","0"
"3451","201600084511","0"
"3452","201600084537","0"
"3453","201600084571","0"
"3454","201600084573","0"
"3455","201600084645","0"
"3456","201600084678","0"
"3457","201600084827","0"
"3458","201600084842","0"
"3459","201600084844","0"
"3460","201600084946","0"
"3461","201600084949","0"
"3462","201600085015","0"
"3463","201600085033","0"
"3464","201600085041","0"
"3465","201600085047","0"
"3466","201600085081","0"
"3467","201600085094","0"
"3468","201600085097","0"
"3469","201600085101","0"
"3470","201600085102","0"
"3471","201600085121","0"
"3472","201600085124","0"
"3473","201600085125","0"
"3474","201600085129","0"
"3475","201600085170","0"
"3476","201600085220","0"
"3477","201600085254","0"
"3478","201600085305","0"
"3479","201600085329","0"
"3480","201600085406","0"
"3481","201600085462","0"
"3482","201600085524","0"
"3483","201600085528","0"
"3484","201600085532","0"
"3485","201600085570","0"
"3486","201600085597","0"
"3487","201600085598","0"
"3488","201600085605","0"
"3489","201600085630","0"
"3490","201600085669","0"
"3491","201600085688","0"
"3492","201600085836","0"
"3493","201600085846","0"
"3494","201600085853","0"
"3495","201600086012","0"
"3496","201600086020","0"
"3497","201600086043","0"
"3498","201600086046","0"
"3499","201600086114","0"
"3500","201600086132","0"
"3501","201600086145","0"
"3502","201600086153","0"
"3503","201600086197","0"
"3504","201600086222","0"
"3505","201600086227","0"
"3506","201600086241","0"
"3507","201600086250","0"
"3508","201600086270","0"
"3509","201600086272","0"
"3510","201600086273","0"
"3511","201600086285","0"
"3512","201600086331","0"
"3513","201600086365","0"
"3514","201600086380","0"
"3515","201600086468","0"
"3516","201600086492","0"
"3517","201600086496","0"
"3518","201600086539","0"
"3519","201600086550","0"
"3520","201600086565","0"
"3521","201600086627","0"
"3522","201600086639","0"
"3523","201600086645","0"
"3524","201600086733","0"
"3525","201600086762","0"
"3526","201600086971","0"
"3527","201600086972","0"
"3528","201600087016","0"
"3529","201600087041","0"
"3530","201600087062","0"
"3531","201600087089","0"
"3532","201600087137","0"
"3533","201600087144","0"
"3534","201600087161","0"
"3535","201600087203","0"
"3536","201600087292","0"
"3537","201600087334","0"
"3538","201600087335","0"
"3539","201600087368","0"
"3540","201600087372","0"
"3541","201600087383","0"
"3542","201600087423","0"
"3543","201600087430","0"
"3544","201600087461","0"
"3545","201600087467","0"
"3546","201600087480","0"
"3547","201600087497","0"
"3548","201600087510","0"
"3549","201600087512","0"
"3550","201600087556","0"
"3551","201600087581","0"
"3552","201600087597","0"
"3553","201600087609","0"
"3554","201600087641","0"
"3555","201600087666","0"
"3556","201600087684","0"
"3557","201600087686","0"
"3558","201600087729","0"
"3559","201600087733","0"
"3560","201600087739","0"
"3561","201600087761","0"
"3562","201600087769","0"
"3563","201600087774","0"
"3564","201600087813","0"
"3565","201600087846","0"
"3566","201600087859","0"
"3567","201600087872","0"
"3568","201600087882","0"
"3569","201600087911","0"
"3570","201600087939","0"
"3571","201600087943","0"
"3572","201600087951","0"
"3573","201600087980","0"
"3574","201600088004","0"
"3575","201600088017","0"
"3576","201600088057","0"
"3577","201600088062","0"
"3578","201600088080","0"
"3579","201600088095","0"
"3580","201600088130","0"
"3581","201600088154","0"
"3582","201600088171","0"
"3583","201600088180","0"
"3584","201600088202","0"
"3585","201600088211","0"
"3586","201600088362","0"
"3587","201600088405","0"
"3588","201600088495","0"
"3589","201600088501","0"
"3590","201600088781","0"
"3591","201600088805","0"
"3592","201600088860","0"
"3593","201600088968","0"
"3594","201600088981","0"
"3595","201600089027","0"
"3596","201600089061","0"
"3597","201600089323","0"
"3598","201600089496","0"
"3599","201600089604","0"
"3600","201600089743","0"
"3601","201600089832","0"
"3602","201600089877","0"
"3603","201600089962","0"
"3604","201600090077","0"
"3605","201600090098","0"
"3606","201600090277","0"
"3607","201600090318","0"
"3608","201600090336","0"
"3609","201600090352","0"
"3610","201600090353","0"
"3611","201600090379","0"
"3612","201600090390","0"
"3613","201600090433","0"
"3614","201600090474","0"
"3615","201600090479","0"
"3616","201600090484","0"
"3617","201600090520","0"
"3618","201600090539","0"
"3619","201600090584","0"
"3620","201600090618","0"
"3621","201600090694","0"
"3622","201600090778","0"
"3623","201600090782","0"
"3624","201600090784","0"
"3625","201600090803","0"
"3626","201600090822","0"
"3627","201600090838","0"
"3628","201600090847","0"
"3629","201600090855","0"
"3630","201600090886","0"
"3631","201600090923","0"
"3632","201600090956","0"
"3633","201600090967","1"
"3634","201600091024","0"
"3635","201600091039","0"
"3636","201600091049","1"
"3637","201600091085","0"
"3638","201600091096","0"
"3639","201600091131","0"
"3640","201600091133","0"
"3641","201600091142","0"
"3642","201600091177","0"
"3643","201600091229","0"
"3644","201600091374","0"
"3645","201600091386","0"
"3646","201600091389","0"
"3647","201600091500","0"
"3648","201600091517","0"
"3649","201600091666","0"
"3650","201600091678","0"
"3651","201600091808","0"
"3652","201600091811","0"
"3653","201600091869","0"
"3654","201600091876","0"
"3655","201600091939","0"
"3656","201600091945","0"
"3657","201600091970","0"
"3658","201600092099","0"
"3659","201600092114","0"
"3660","201600092242","0"
"3661","201600092246","0"
"3662","201600092254","0"
"3663","201600092278","0"
"3664","201600092313","0"
"3665","201600092324","0"
"3666","201600092327","0"
"3667","201600092395","0"
"3668","201600092463","0"
"3669","201600092483","0"
"3670","201600092499","0"
"3671","201600092537","0"
"3672","201600092556","0"
"3673","201600092567","0"
"3674","201600092694","0"
"3675","201600092733","0"
"3676","201600092737","0"
"3677","201600092778","0"
"3678","201600092888","0"
"3679","201600092933","0"
"3680","201600092947","0"
"3681","201600092953","0"
"3682","201600092994","0"
"3683","201600093009","0"
"3684","201600093065","0"
"3685","201600093073","0"
"3686","201600093081","0"
"3687","201600093113","0"
"3688","201600093207","0"
"3689","201600093221","0"
"3690","201600093233","0"
"3691","201600093238","0"
"3692","201600093266","0"
"3693","201600093267","0"
"3694","201600093275","0"
"3695","201600093299","0"
"3696","201600093311","0"
"3697","201600093362","0"
"3698","201600093377","0"
"3699","201600093384","0"
"3700","201600093433","0"
"3701","201600093472","0"
"3702","201600093490","0"
"3703","201600093506","0"
"3704","201600093546","0"
"3705","201600093552","0"
"3706","201600093562","0"
"3707","201600093618","0"
"3708","201600093622","0"
"3709","201600093625","0"
"3710","201600093629","0"
"3711","201600093657","0"
"3712","201600093661","0"
"3713","201600093664","0"
"3714","201600093705","0"
"3715","201600093713","0"
"3716","201600093757","0"
"3717","201600093764","0"
"3718","201600093778","0"
"3719","201600093807","0"
"3720","201600093820","0"
"3721","201600093831","0"
"3722","201600093857","0"
"3723","201600093864","0"
"3724","201600093880","0"
"3725","201600093911","0"
"3726","201600093916","0"
"3727","201600093922","0"
"3728","201600093934","0"
"3729","201600093984","0"
"3730","201600093990","0"
"3731","201600093994","0"
"3732","201600094045","0"
"3733","201600094083","0"
"3734","201600094098","0"
"3735","201600094108","0"
"3736","201600094123","0"
"3737","201600094134","0"
"3738","201600094148","0"
"3739","201600094156","0"
"3740","201600094172","0"
"3741","201600094229","0"
"3742","201600094282","0"
"3743","201600094326","0"
"3744","201600094355","0"
"3745","201600094360","0"
"3746","201600094369","0"
"3747","201600094372","0"
"3748","201600094448","0"
"3749","201600094469","0"
"3750","201600094477","0"
"3751","201600094499","0"
"3752","201600094551","0"
"3753","201600094574","0"
"3754","201600094590","0"
"3755","201600094608","0"
"3756","201600094616","0"
"3757","201600094623","0"
"3758","201600094628","0"
"3759","201600094647","0"
"3760","201600094655","0"
"3761","201600094711","0"
"3762","201600094758","0"
"3763","201600094770","0"
"3764","201600094784","0"
"3765","201600094903","0"
"3766","201600094921","0"
"3767","201600094946","0"
"3768","201600094953","0"
"3769","201600094985","0"
"3770","201600095042","0"
"3771","201600095162","0"
"3772","201600095167","0"
"3773","201600095188","0"
"3774","201600095205","0"
"3775","201600095209","0"
"3776","201600095261","0"
"3777","201600095276","0"
"3778","201600095297","0"
"3779","201600095462","0"
