"","CASENUM","fire_indicator"
"348","201600020376","0"
"349","201600020456","0"
"350","201600020464","0"
"351","201600020476","0"
"352","201600020484","0"
"353","201600020556","0"
"354","201600020557","0"
"355","201600020615","0"
"356","201600020621","0"
"357","201600020623","0"
"358","201600020625","0"
"359","201600020642","1"
"360","201600020679","0"
"361","201600020699","0"
"362","201600020717","0"
"363","201600020724","0"
"364","201600020753","0"
"365","201600020757","0"
"366","201600020780","0"
"367","201600020782","0"
"368","201600020785","0"
"369","201600020799","0"
"370","201600020807","0"
"371","201600020823","0"
"372","201600020827","0"
"373","201600021138","0"
"374","201600021194","0"
"375","201600021195","0"
"376","201600021201","0"
"377","201600021203","0"
"378","201600021204","0"
"379","201600021205","0"
"380","201600021220","0"
"381","201600021230","0"
"382","201600021234","0"
"383","201600021240","0"
"384","201600021242","0"
"385","201600021246","0"
"386","201600021250","0"
"387","201600021256","0"
"388","201600021257","0"
"389","201600021263","0"
"390","201600021264","0"
"391","201600021267","0"
"392","201600021271","0"
"393","201600021272","0"
"394","201600021285","0"
"395","201600021291","0"
"396","201600021292","0"
"397","201600021294","0"
"398","201600021303","0"
"399","201600021308","0"
"400","201600021328","0"
"401","201600021330","0"
"402","201600021338","0"
"403","201600021340","0"
"404","201600021360","0"
"405","201600021441","0"
"406","201600021449","0"
"407","201600021451","0"
"408","201600021452","0"
"409","201600021465","0"
"410","201600021490","0"
"411","201600021504","0"
"412","201600021509","0"
"413","201600021527","0"
"414","201600021579","0"
"415","201600021580","0"
"416","201600021582","0"
"417","201600021590","0"
"418","201600021601","0"
"419","201600021608","0"
"420","201600021611","0"
"421","201600021672","0"
"422","201600021675","0"
"423","201600021678","0"
"424","201600021679","0"
"425","201600021680","0"
"426","201600021682","0"
"427","201600021684","0"
"428","201600021693","0"
"429","201600021697","0"
"430","201600021702","0"
"431","201600021704","0"
"432","201600021705","0"
"433","201600021711","0"
"434","201600021721","0"
"435","201600021724","0"
"436","201600021730","0"
"437","201600021733","0"
"438","201600021739","0"
"439","201600021742","0"
"440","201600021747","0"
"441","201600021758","0"
"442","201600021760","0"
"443","201600021763","0"
"444","201600021764","0"
"445","201600021770","0"
"446","201600021782","0"
"447","201600021786","0"
"448","201600021787","0"
"449","201600021794","0"
"450","201600021805","0"
"451","201600021807","0"
"452","201600021816","0"
"453","201600021829","0"
"454","201600021844","0"
"455","201600021855","0"
"456","201600021861","0"
"457","201600021866","0"
"458","201600021869","0"
"459","201600021903","0"
"460","201600021913","0"
"461","201600021925","0"
"462","201600021942","0"
"463","201600021956","0"
"464","201600021992","0"
"465","201600021993","0"
"466","201600021998","0"
"467","201600022001","0"
"468","201600022002","0"
"469","201600022007","0"
"470","201600022019","0"
"471","201600022022","0"
"472","201600022029","0"
"473","201600022030","0"
"474","201600022040","0"
"475","201600022044","0"
"476","201600022045","0"
"477","201600022051","0"
"478","201600022052","0"
"479","201600022059","0"
"480","201600022061","0"
"481","201600022063","0"
"482","201600022064","0"
"483","201600022068","0"
"484","201600022085","0"
"485","201600022099","0"
"486","201600022103","0"
"487","201600022119","0"
"488","201600022235","0"
"489","201600022393","0"
"490","201600022418","0"
"491","201600022451","0"
"492","201600022485","0"
"493","201600022500","0"
"494","201600022527","0"
"495","201600022601","0"
"496","201600022634","0"
"497","201600022639","0"
"498","201600022641","0"
"499","201600022680","0"
"500","201600022698","0"
"501","201600022728","0"
"502","201600022742","0"
"503","201600022773","0"
"504","201600022788","0"
"505","201600022800","0"
"506","201600022827","0"
"507","201600022838","0"
"508","201600022851","0"
"509","201600022856","0"
"510","201600022864","0"
"511","201600023899","0"
"512","201600023957","0"
"513","201600023963","0"
"514","201600023968","0"
"515","201600023973","0"
"516","201600023974","0"
"517","201600023977","0"
"518","201600023979","0"
"519","201600023981","0"
"520","201600023984","0"
"521","201600023991","0"
"522","201600023995","0"
"523","201600023996","0"
"524","201600023998","0"
"525","201600024004","0"
"526","201600024011","0"
"527","201600024015","0"
"528","201600024019","0"
"529","201600024022","0"
"530","201600024032","0"
"531","201600024033","0"
"532","201600024034","0"
"533","201600024042","0"
"534","201600024044","0"
"535","201600024050","0"
"536","201600024051","0"
"537","201600024056","0"
"538","201600024061","0"
"539","201600024067","0"
"540","201600024069","0"
"541","201600024070","0"
"542","201600024083","0"
"543","201600024090","0"
"544","201600024095","0"
"545","201600024105","0"
"546","201600024133","0"
"547","201600024143","0"
"548","201600024152","0"
"549","201600024169","0"
"550","201600024184","0"
"551","201600024188","0"
"552","201600024189","0"
"553","201600024196","0"
"554","201600024198","0"
"555","201600024206","0"
"556","201600024236","0"
"557","201600024237","0"
"558","201600024259","0"
"559","201600024262","0"
"560","201600024275","0"
"561","201600024295","0"
"562","201600024331","0"
"563","201600024383","0"
"564","201600024437","0"
"565","201600024444","0"
"566","201600024635","0"
"567","201600024638","0"
"568","201600024642","0"
"569","201600024855","0"
"570","201600024928","0"
"571","201600024936","0"
"572","201600024937","0"
"573","201600024938","0"
"574","201600025077","0"
"575","201600025078","0"
"576","201600025091","0"
"577","201600025093","0"
"578","201600025104","0"
"579","201600025110","0"
"580","201600025115","0"
"581","201600025117","0"
"582","201600025162","0"
"583","201600025186","0"
"584","201600025207","0"
"585","201600025210","0"
"586","201600025227","0"
"587","201600025232","0"
"588","201600025298","0"
"589","201600025304","0"
"590","201600025308","0"
"591","201600025330","0"
"592","201600025334","0"
"593","201600025372","0"
"594","201600025382","0"
"595","201600025385","0"
"596","201600025463","0"
"597","201600025470","0"
"598","201600025476","0"
"599","201600025478","0"
"600","201600025480","0"
"601","201600025486","0"
"602","201600025495","0"
"603","201600025498","0"
"604","201600025568","0"
"605","201600025659","0"
"606","201600025666","0"
"607","201600025674","0"
"608","201600025692","0"
"609","201600025702","0"
"610","201600025787","0"
"611","201600025797","0"
"612","201600025811","0"
"613","201600025818","0"
"614","201600025833","0"
"615","201600025847","0"
"616","201600026072","0"
"617","201600026088","0"
"618","201600026101","0"
"619","201600026146","0"
"620","201600026155","0"
"621","201600026156","0"
"622","201600026302","0"
"623","201600026324","0"
"624","201600026337","0"
"625","201600026338","0"
"626","201600026398","0"
"627","201600026431","0"
"628","201600026441","0"
"629","201600026464","0"
"630","201600026474","0"
"631","201600026492","0"
"632","201600026508","0"
"633","201600026526","0"
"634","201600026528","0"
"635","201600026531","0"
"636","201600026532","0"
"637","201600026535","0"
"638","201600026538","0"
"639","201600026546","0"
"640","201600026547","0"
"641","201600026551","0"
"642","201600026555","0"
"643","201600026556","0"
"644","201600026557","0"
"645","201600026558","0"
"646","201600026562","0"
"647","201600026564","0"
"648","201600026566","0"
"649","201600026569","0"
"650","201600026570","0"
"651","201600026573","0"
"652","201600026575","0"
"653","201600026576","0"
"654","201600026580","0"
"655","201600026597","0"
"656","201600026598","0"
"657","201600026633","0"
"658","201600026640","0"
"659","201600026648","0"
"660","201600026665","0"
"661","201600026666","0"
"662","201600026681","0"
"663","201600026719","0"
"664","201600026725","0"
"665","201600026727","0"
"666","201600026753","0"
"667","201600026754","0"
"668","201600026768","0"
"669","201600026804","0"
"670","201600026824","0"
"671","201600026835","0"
"672","201600026865","0"
"673","201600026869","0"
"674","201600026880","0"
"675","201600026890","0"
"676","201600026908","0"
"677","201600026909","0"
"678","201600026912","0"
"679","201600026913","0"
"680","201600026915","0"
"681","201600026939","0"
"682","201600026986","0"
"683","201600026996","0"
"684","201600026999","0"
"685","201600027003","0"
"686","201600027004","0"
"687","201600027011","0"
"688","201600027031","0"
"689","201600027032","0"
"690","201600027074","0"
"691","201600027078","0"
"692","201600027083","0"
"693","201600027085","0"
"694","201600027104","0"
"695","201600027106","0"
"696","201600027110","0"
"697","201600027240","0"
"698","201600027244","0"
"699","201600027305","0"
"700","201600027317","0"
"701","201600027324","0"
"702","201600027325","0"
"703","201600027351","0"
"704","201600027398","0"
"705","201600027400","0"
"706","201600027401","0"
"707","201600027476","0"
"708","201600027488","1"
"709","201600027494","0"
"710","201600027499","0"
"711","201600027500","0"
"712","201600027508","0"
"713","201600027522","0"
"714","201600027526","0"
"715","201600027533","0"
"716","201600027534","0"
"717","201600027538","0"
"718","201600027542","0"
"719","201600027567","0"
"720","201600027574","0"
"721","201600027575","0"
"722","201600027583","0"
"723","201600027585","0"
"724","201600027588","0"
"725","201600027599","0"
"726","201600027607","0"
"727","201600027613","0"
"728","201600027615","0"
"729","201600027616","0"
"730","201600027619","0"
"731","201600027626","0"
"732","201600027629","0"
"733","201600027630","0"
"734","201600027635","0"
"735","201600027643","0"
"736","201600027644","0"
"737","201600027645","0"
"738","201600027663","0"
"739","201600027665","0"
"740","201600027690","0"
"741","201600027692","0"
"742","201600027693","0"
"743","201600027769","0"
"744","201600027770","0"
"745","201600027776","0"
"746","201600027782","0"
"747","201600027790","0"
"748","201600027791","0"
"749","201600027796","0"
"750","201600027797","0"
"751","201600027802","0"
"752","201600027803","0"
"753","201600027811","0"
"754","201600027835","0"
"755","201600027861","0"
"756","201600027865","0"
"757","201600027868","0"
"758","201600027869","0"
"759","201600027876","0"
"760","201600027878","0"
"761","201600027887","0"
"762","201600027895","0"
"763","201600027897","0"
"764","201600027899","0"
"765","201600027903","0"
"766","201600027909","0"
"767","201600027910","0"
"768","201600027913","0"
"769","201600027925","0"
"770","201600027930","0"
"771","201600027934","0"
"772","201600027937","0"
"773","201600027940","0"
"774","201600027950","0"
"775","201600027958","0"
"776","201600027963","0"
"777","201600027965","0"
"778","201600027966","0"
"779","201600027975","0"
"780","201600027980","0"
"781","201600027987","0"
"782","201600027988","0"
"783","201600027996","0"
"784","201600028000","0"
"785","201600028004","0"
"786","201600028011","0"
"787","201600028012","0"
"788","201600028013","0"
"789","201600028015","0"
"790","201600028020","0"
"791","201600028026","0"
"792","201600028030","0"
"793","201600028036","0"
"794","201600028045","0"
"795","201600028048","0"
"796","201600028050","0"
"797","201600028052","0"
"798","201600028057","0"
"799","201600028059","0"
"800","201600028061","0"
"801","201600028064","0"
"802","201600028065","0"
"803","201600028067","0"
"804","201600028068","0"
"805","201600028069","0"
"806","201600028071","0"
"807","201600028072","0"
"808","201600028074","0"
"809","201600028075","0"
"810","201600028077","0"
"811","201600028078","0"
"812","201600028085","0"
"813","201600028087","0"
"814","201600028092","0"
"815","201600028095","0"
"816","201600028099","0"
"817","201600028102","0"
"818","201600028103","0"
"819","201600028108","0"
"820","201600028113","0"
"821","201600028114","0"
"822","201600028115","0"
"823","201600028118","0"
"824","201600028120","0"
"825","201600028122","0"
"826","201600028123","0"
"827","201600028128","0"
"828","201600028130","0"
"829","201600028135","0"
"830","201600028141","0"
"831","201600028145","0"
"832","201600028148","0"
"833","201600028149","0"
"834","201600028160","0"
"835","201600028163","0"
"836","201600028207","0"
"837","201600028226","0"
"838","201600028227","0"
"839","201600028230","0"
"840","201600028234","0"
"841","201600028328","0"
"842","201600028343","0"
"843","201600028346","0"
"844","201600028354","0"
"845","201600028371","0"
"846","201600028383","0"
"847","201600028419","0"
"848","201600028475","0"
"849","201600028478","0"
"850","201600028498","0"
"851","201600028508","0"
"852","201600028511","0"
"853","201600028558","0"
"854","201600028570","0"
"855","201600028576","0"
"856","201600028584","0"
"857","201600028594","0"
"858","201600028703","0"
"859","201600028706","0"
"860","201600028726","0"
"861","201600028772","0"
"862","201600028774","0"
"863","201600028778","0"
"864","201600028797","0"
"865","201600028808","0"
"866","201600028835","0"
"867","201600028841","0"
"868","201600028845","0"
"869","201600028865","0"
"870","201600028992","0"
"871","201600029003","0"
"872","201600029024","0"
"873","201600029043","0"
"874","201600029076","0"
"875","201600029086","0"
"876","201600029091","0"
"877","201600029094","0"
"878","201600029108","0"
"879","201600029111","0"
"880","201600029119","0"
"881","201600029120","0"
"882","201600029125","0"
"883","201600029144","0"
"884","201600029159","0"
"885","201600029170","0"
"886","201600029255","0"
"887","201600029258","0"
"888","201600029264","0"
"889","201600029267","0"
"890","201600029277","0"
"891","201600029289","0"
"892","201600029300","0"
"893","201600029311","0"
"894","201600029324","0"
"895","201600029328","0"
"896","201600029330","0"
"897","201600029352","0"
"898","201600029361","0"
"899","201600029386","0"
"900","201600029404","0"
"901","201600029439","0"
"902","201600029486","0"
"903","201600029490","0"
"904","201600029501","0"
"905","201600029572","0"
"906","201600029573","0"
"907","201600029574","0"
"908","201600029577","0"
"909","201600029583","0"
"910","201600029584","0"
"911","201600029590","0"
"912","201600029597","0"
"913","201600029611","0"
"914","201600029615","0"
"915","201600029617","0"
"916","201600029625","0"
"917","201600029627","0"
"918","201600029634","0"
"919","201600029641","0"
"920","201600029644","0"
"921","201600029653","0"
"922","201600029664","0"
"923","201600029674","0"
"924","201600029677","0"
"925","201600029678","0"
"926","201600029681","0"
"927","201600029687","0"
"928","201600029699","0"
"929","201600029701","0"
"930","201600029708","0"
"931","201600029710","0"
"932","201600029712","0"
"933","201600029723","0"
"934","201600029729","0"
"935","201600029736","0"
"936","201600029739","0"
"937","201600029742","0"
"938","201600029754","0"
"939","201600029774","0"
"940","201600029775","0"
"941","201600029789","0"
"942","201600029790","0"
"943","201600029791","0"
"944","201600029792","0"
"945","201600029797","0"
"946","201600029798","0"
"947","201600029802","0"
"948","201600029807","0"
"949","201600029815","0"
"950","201600029829","0"
"951","201600029844","0"
"952","201600029858","0"
"953","201600029861","0"
"954","201600029866","0"
"955","201600029882","0"
"956","201600029906","0"
"957","201600029927","0"
"958","201600029944","0"
"959","201600029950","0"
"960","201600029956","0"
"961","201600029971","0"
"962","201600029972","0"
"963","201600029973","0"
"964","201600029976","0"
"965","201600029977","0"
"966","201600029984","0"
"967","201600029989","0"
"968","201600029992","0"
"969","201600029993","0"
"970","201600030000","0"
"971","201600030004","0"
"972","201600030006","0"
"973","201600030010","0"
"974","201600030015","0"
"975","201600030018","0"
"976","201600030022","0"
"977","201600030024","0"
"978","201600030039","0"
"979","201600030040","0"
"980","201600030044","0"
"981","201600030047","0"
"982","201600030115","0"
"983","201600030117","0"
"984","201600030127","0"
"985","201600030136","0"
"986","201600030138","0"
"987","201600030139","0"
"988","201600030152","0"
"989","201600030159","0"
"990","201600030166","0"
"991","201600030168","0"
"992","201600030178","0"
"993","201600030187","0"
"994","201600030206","0"
"995","201600030214","0"
"996","201600030234","0"
"997","201600030278","0"
"998","201600030291","0"
"999","201600030315","0"
"1000","201600030329","0"
"1001","201600030331","0"
"1002","201600030340","0"
"1003","201600030346","0"
"1004","201600030347","0"
"1005","201600030352","0"
"1006","201600030354","0"
"1007","201600030362","0"
"1008","201600030369","0"
"1009","201600030376","0"
"1010","201600030401","0"
"1011","201600030404","0"
"1012","201600030405","0"
"1013","201600030407","0"
"1014","201600030408","0"
"1015","201600030410","0"
"1016","201600030411","0"
"1017","201600030413","0"
"1018","201600030414","0"
"1019","201600030415","0"
"1020","201600030416","0"
"1021","201600030417","0"
"1022","201600030418","0"
"1023","201600030420","0"
"1024","201600030422","0"
"1025","201600030423","0"
"1026","201600030424","0"
"1027","201600030426","0"
"1028","201600030427","0"
"1029","201600030446","0"
"1030","201600030472","0"
"1031","201600030476","0"
"1032","201600030481","0"
"1033","201600030483","0"
"1034","201600030498","0"
"1035","201600030554","0"
"1036","201600030580","0"
"1037","201600030586","0"
"1038","201600030590","0"
"1039","201600030598","0"
"1040","201600030602","0"
"1041","201600030603","0"
"1042","201600030605","0"
"1043","201600030609","0"
"1044","201600030610","0"
"1045","201600030613","0"
"1046","201600030614","0"
"1047","201600030618","0"
"1048","201600030623","0"
"1049","201600030625","0"
"1050","201600030629","0"
"1051","201600030638","0"
"1052","201600030641","0"
"1053","201600030716","0"
"1054","201600030717","0"
"1055","201600030719","0"
"1056","201600030720","0"
"1057","201600030723","0"
"1058","201600030729","0"
"1059","201600030743","0"
"1060","201600030745","0"
"1061","201600030750","0"
"1062","201600030766","0"
"1063","201600030841","0"
"1064","201600030856","0"
"1065","201600030870","0"
"1066","201600030871","0"
"1067","201600030875","0"
"1068","201600030882","0"
"1069","201600030883","0"
"1070","201600030903","0"
"1071","201600030905","0"
"1072","201600030909","0"
"1073","201600030921","0"
"1074","201600030923","0"
"1075","201600030934","0"
"1076","201600030951","0"
"1077","201600030956","0"
"1078","201600030978","0"
"1079","201600030982","0"
"1080","201600030986","0"
"1081","201600030991","0"
"1082","201600031009","0"
"1083","201600031013","0"
"1084","201600031024","0"
"1085","201600031027","0"
"1086","201600031032","0"
"1087","201600031035","0"
"1088","201600031038","0"
"1089","201600031041","0"
"1090","201600031059","0"
"1091","201600031065","0"
"1092","201600031071","0"
"1093","201600031080","0"
"1094","201600031089","0"
"1095","201600031096","0"
"1096","201600031126","0"
"1097","201600031127","0"
"1098","201600031136","0"
"1099","201600031145","0"
"1100","201600031163","0"
"1101","201600031177","0"
"1102","201600031189","0"
"1103","201600031202","0"
"1104","201600031209","0"
"1105","201600031233","0"
"1106","201600031235","0"
"1107","201600031236","0"
"1108","201600031246","0"
"1109","201600031247","0"
"1110","201600031254","0"
"1111","201600031256","0"
"1112","201600031263","0"
"1113","201600031264","0"
"1114","201600031275","0"
"1115","201600031276","0"
"1116","201600031277","0"
"1117","201600031278","0"
"1118","201600031279","0"
"1119","201600031289","0"
"1120","201600031291","0"
"1121","201600031293","0"
"1122","201600031296","0"
"1123","201600031299","0"
"1124","201600031304","0"
"1125","201600031312","0"
"1126","201600031321","0"
"1127","201600031329","0"
"1128","201600031333","0"
"1129","201600031338","0"
"1130","201600031343","0"
"1131","201600031344","0"
"1132","201600031346","0"
"1133","201600031351","0"
"1134","201600031356","0"
"1135","201600031357","0"
"1136","201600031364","0"
"1137","201600031371","0"
"1138","201600031374","0"
"1139","201600031382","0"
"1140","201600031388","0"
"1141","201600031390","0"
"1142","201600031395","0"
"1143","201600031397","0"
"1144","201600031413","0"
"1145","201600031416","0"
"1146","201600031418","1"
"1147","201600031423","0"
"1148","201600031424","0"
"1149","201600031441","0"
"1150","201600031455","0"
"1151","201600031458","0"
"1152","201600031472","0"
"1153","201600031480","0"
"1154","201600031484","0"
"1155","201600031486","0"
"1156","201600031488","0"
"1157","201600031495","0"
"1158","201600031505","0"
"1159","201600031509","0"
"1160","201600031511","0"
"1161","201600031517","0"
"1162","201600031543","0"
"1163","201600031557","0"
"1164","201600031581","0"
"1165","201600031609","0"
"1166","201600031615","0"
"1167","201600031639","0"
"1168","201600031648","0"
"1169","201600031655","0"
"1170","201600031683","0"
"1171","201600031866","0"
"1172","201600031892","0"
"1173","201600031944","0"
"1174","201600031990","0"
"1175","201600031999","0"
"1176","201600032007","0"
"1177","201600032301","0"
"1178","201600032306","0"
"1179","201600032338","0"
"1180","201600032348","0"
"1181","201600032365","0"
"1182","201600032377","0"
"1183","201600032388","0"
"1184","201600032409","0"
"1185","201600032440","0"
"1186","201600032463","0"
"1187","201600032470","0"
"1188","201600032510","0"
"1189","201600032514","0"
"1190","201600032521","0"
"1191","201600032524","0"
"1192","201600032526","0"
"1193","201600032555","0"
"1194","201600032561","0"
"1195","201600032564","0"
"1196","201600032590","0"
"1197","201600032592","0"
"1198","201600032612","0"
"1199","201600032618","0"
"1200","201600032630","0"
"1201","201600032650","0"
"1202","201600032681","0"
"1203","201600032687","0"
"1204","201600032690","0"
"1205","201600032692","0"
"1206","201600032773","0"
"1207","201600032787","0"
"1208","201600032818","0"
"1209","201600032831","0"
"1210","201600032847","0"
"1211","201600032856","0"
"1212","201600032884","0"
"1213","201600032909","0"
"1214","201600032910","0"
"1215","201600032948","0"
"1216","201600032963","0"
"1217","201600033003","0"
"1218","201600033019","0"
"1219","201600033037","0"
"1220","201600033096","0"
"1221","201600033105","0"
"1222","201600033126","0"
"1223","201600033128","0"
"1224","201600033153","0"
"1225","201600033161","0"
"1226","201600033168","0"
"1227","201600033241","0"
"1228","201600033245","0"
"1229","201600033257","0"
"1230","201600033262","0"
"1231","201600033265","0"
"1232","201600033319","0"
"1233","201600033327","0"
"1234","201600033356","0"
"1235","201600033389","0"
"1236","201600033416","0"
"1237","201600033420","0"
"1238","201600033461","0"
"1239","201600033546","0"
"1240","201600033575","0"
"1241","201600033579","0"
"1242","201600033595","0"
"1243","201600033702","0"
"1244","201600033736","0"
"1245","201600033824","0"
